year,month,district,police_division,crime_type,crime_count,risk_zone,trend
2023,6,Jaffna,Nallur,Grievous Hurt,3,High,Increasing
2023,7,Jaffna,Chavakachcheri,Grievous Hurt,3,High,Stable
2023,8,Jaffna,Chavakachcheri,Grievous Hurt,2,High,Decreasing
2023,9,Jaffna,Chavakachcheri,Grievous Hurt,2,High,Stable
2023,10,Jaffna,Chavakachcheri,Grievous Hurt,2,High,Stable
2023,11,Jaffna,Nallur,Grievous Hurt,3,High,Increasing
2023,12,Jaffna,Jaffna City,Grievous Hurt,4,High,Increasing
2023,1,Jaffna,Nallur,House Breaking,11,High,Stable
2023,2,Jaffna,Jaffna City,House Breaking,11,High,Stable
2023,3,Jaffna,Chavakachcheri,House Breaking,13,High,Increasing
2023,4,Jaffna,Nallur,House Breaking,12,High,Stable
2023,5,Jaffna,Chavakachcheri,House Breaking,18,High,Increasing
2023,6,Jaffna,Nallur,House Breaking,16,High,Decreasing
2023,7,Jaffna,Chavakachcheri,House Breaking,15,High,Stable
2023,8,Jaffna,Jaffna City,House Breaking,13,High,Decreasing
2023,9,Jaffna,Jaffna City,House Breaking,15,High,Increasing
2023,10,Jaffna,Jaffna City,House Breaking,13,High,Decreasing
2023,11,Jaffna,Nallur,House Breaking,15,High,Increasing
2023,12,Jaffna,Jaffna City,House Breaking,20,High,Increasing
2023,1,Jaffna,Nallur,Human Trafficking,0,Low,Stable
2023,2,Jaffna,Jaffna City,Human Trafficking,0,Low,Stable
2023,3,Jaffna,Jaffna City,Human Trafficking,0,Low,Stable
2023,4,Jaffna,Nallur,Human Trafficking,0,Low,Stable
2023,5,Jaffna,Nallur,Human Trafficking,0,Low,Stable
2023,6,Jaffna,Jaffna City,Human Trafficking,0,Low,Stable
2023,7,Jaffna,Nallur,Human Trafficking,0,Low,Stable
2023,8,Jaffna,Jaffna City,Human Trafficking,0,Low,Stable
2023,9,Jaffna,Nallur,Human Trafficking,0,Low,Stable
2023,10,Jaffna,Chavakachcheri,Human Trafficking,0,Low,Stable
2023,11,Jaffna,Chavakachcheri,Human Trafficking,0,Low,Stable
2023,12,Jaffna,Chavakachcheri,Human Trafficking,0,Low,Stable
2023,1,Jaffna,Chavakachcheri,Hurt by Dangerous Weapons,4,High,Stable
2023,2,Jaffna,Chavakachcheri,Hurt by Dangerous Weapons,4,High,Stable
2023,3,Jaffna,Jaffna City,Hurt by Dangerous Weapons,6,High,Increasing
2023,4,Jaffna,Chavakachcheri,Hurt by Dangerous Weapons,4,High,Decreasing
2023,5,Jaffna,Chavakachcheri,Hurt by Dangerous Weapons,5,High,Increasing
2023,6,Jaffna,Chavakachcheri,Hurt by Dangerous Weapons,6,High,Increasing
2023,7,Jaffna,Chavakachcheri,Hurt by Dangerous Weapons,6,High,Stable
2023,8,Jaffna,Nallur,Hurt by Dangerous Weapons,4,High,Decreasing
2023,9,Jaffna,Jaffna City,Hurt by Dangerous Weapons,4,High,Stable
2023,10,Jaffna,Chavakachcheri,Hurt by Dangerous Weapons,4,High,Stable
2023,11,Jaffna,Chavakachcheri,Hurt by Dangerous Weapons,6,High,Increasing
2023,12,Jaffna,Chavakachcheri,Hurt by Dangerous Weapons,7,High,Increasing
2023,1,Jaffna,Jaffna City,Illegal Firearms,0,Low,Stable
2023,2,Jaffna,Nallur,Illegal Firearms,0,Low,Stable
2023,3,Jaffna,Jaffna City,Illegal Firearms,0,Low,Stable
2023,4,Jaffna,Nallur,Illegal Firearms,0,Low,Stable
2023,5,Jaffna,Chavakachcheri,Illegal Firearms,0,Low,Stable
2023,6,Jaffna,Chavakachcheri,Illegal Firearms,0,Low,Stable
2023,7,Jaffna,Jaffna City,Illegal Firearms,0,Low,Stable
2023,8,Jaffna,Jaffna City,Illegal Firearms,0,Low,Stable
2023,9,Jaffna,Nallur,Illegal Firearms,0,Low,Stable
2023,10,Jaffna,Nallur,Illegal Firearms,0,Low,Stable
2023,11,Jaffna,Jaffna City,Illegal Firearms,0,Low,Stable
2023,12,Jaffna,Nallur,Illegal Firearms,0,Low,Stable
2023,1,Jaffna,Jaffna City,Kidnapping,0,Low,Stable
2023,2,Jaffna,Nallur,Kidnapping,0,Low,Stable
2023,3,Jaffna,Jaffna City,Kidnapping,1,Medium,Stable
2023,4,Jaffna,Jaffna City,Kidnapping,0,Low,Decreasing
2023,5,Jaffna,Jaffna City,Kidnapping,1,Medium,Stable
2023,6,Jaffna,Nallur,Kidnapping,1,Medium,Stable
2023,7,Jaffna,Nallur,Kidnapping,1,Medium,Stable
2023,8,Jaffna,Nallur,Kidnapping,1,Medium,Stable
2023,9,Jaffna,Jaffna City,Kidnapping,0,Low,Decreasing
2023,10,Jaffna,Nallur,Kidnapping,0,Low,Stable
2023,11,Jaffna,Nallur,Kidnapping,1,Medium,Stable
2023,12,Jaffna,Jaffna City,Kidnapping,1,Medium,Stable
2023,1,Jaffna,Chavakachcheri,Mischief > 50k,1,Medium,Stable
2023,2,Jaffna,Jaffna City,Mischief > 50k,0,Low,Decreasing
2023,3,Jaffna,Nallur,Mischief > 50k,1,Medium,Stable
2023,4,Jaffna,Jaffna City,Mischief > 50k,1,Medium,Stable
2023,5,Jaffna,Chavakachcheri,Mischief > 50k,2,High,Increasing
2023,6,Jaffna,Jaffna City,Mischief > 50k,2,High,Stable
2023,7,Jaffna,Nallur,Mischief > 50k,1,Medium,Decreasing
2023,8,Jaffna,Chavakachcheri,Mischief > 50k,0,Low,Decreasing
2023,9,Jaffna,Nallur,Mischief > 50k,0,Low,Stable
2023,10,Jaffna,Chavakachcheri,Mischief > 50k,0,Low,Stable
2023,11,Jaffna,Chavakachcheri,Mischief > 50k,1,Medium,Stable
2023,12,Jaffna,Jaffna City,Mischief > 50k,2,High,Increasing
2023,1,Jaffna,Jaffna City,Murder,1,Medium,Stable
2023,2,Jaffna,Nallur,Murder,0,Low,Decreasing
2023,3,Jaffna,Jaffna City,Murder,1,Medium,Stable
2023,4,Jaffna,Jaffna City,Murder,1,Medium,Stable
2023,5,Jaffna,Chavakachcheri,Murder,1,Medium,Stable
2023,6,Jaffna,Jaffna City,Murder,2,High,Increasing
2023,7,Jaffna,Chavakachcheri,Murder,2,High,Stable
2023,8,Jaffna,Chavakachcheri,Murder,1,Medium,Decreasing
2023,9,Jaffna,Chavakachcheri,Murder,1,Medium,Stable
2023,10,Jaffna,Nallur,Murder,1,Medium,Stable
2023,11,Jaffna,Nallur,Murder,1,Medium,Stable
2023,12,Jaffna,Nallur,Murder,2,High,Increasing
2023,1,Jaffna,Chavakachcheri,Narcotic Drugs,2,High,Stable
2023,2,Jaffna,Nallur,Narcotic Drugs,2,High,Stable
2023,3,Jaffna,Nallur,Narcotic Drugs,3,High,Increasing
2023,4,Jaffna,Jaffna City,Narcotic Drugs,4,High,Increasing
2023,5,Jaffna,Nallur,Narcotic Drugs,4,High,Stable
2023,6,Jaffna,Nallur,Narcotic Drugs,4,High,Stable
2023,7,Jaffna,Chavakachcheri,Narcotic Drugs,4,High,Stable
2023,8,Jaffna,Chavakachcheri,Narcotic Drugs,2,High,Decreasing
2023,9,Jaffna,Chavakachcheri,Narcotic Drugs,2,High,Stable
2023,10,Jaffna,Chavakachcheri,Narcotic Drugs,3,High,Increasing
2023,11,Jaffna,Chavakachcheri,Narcotic Drugs,4,High,Increasing
2023,12,Jaffna,Chavakachcheri,Narcotic Drugs,4,High,Stable
2023,1,Jaffna,Nallur,Obstructing Police,0,Low,Stable
2023,2,Jaffna,Chavakachcheri,Obstructing Police,0,Low,Stable
2023,3,Jaffna,Chavakachcheri,Obstructing Police,0,Low,Stable
2023,4,Jaffna,Jaffna City,Obstructing Police,0,Low,Stable
2023,5,Jaffna,Nallur,Obstructing Police,0,Low,Stable
2023,6,Jaffna,Nallur,Obstructing Police,1,Medium,Stable
2023,7,Jaffna,Nallur,Obstructing Police,0,Low,Decreasing
2023,8,Jaffna,Chavakachcheri,Obstructing Police,0,Low,Stable
2023,9,Jaffna,Chavakachcheri,Obstructing Police,0,Low,Stable
2023,10,Jaffna,Chavakachcheri,Obstructing Police,0,Low,Stable
2023,11,Jaffna,Jaffna City,Obstructing Police,0,Low,Stable
2023,12,Jaffna,Chavakachcheri,Obstructing Police,1,Medium,Stable
2023,1,Jaffna,Jaffna City,Offences Against The State,0,Low,Stable
2023,2,Jaffna,Nallur,Offences Against The State,0,Low,Stable
2023,3,Jaffna,Chavakachcheri,Offences Against The State,0,Low,Stable
2023,4,Jaffna,Jaffna City,Offences Against The State,0,Low,Stable
2023,5,Jaffna,Jaffna City,Offences Against The State,0,Low,Stable
2023,6,Jaffna,Chavakachcheri,Offences Against The State,0,Low,Stable
2023,7,Jaffna,Nallur,Offences Against The State,0,Low,Stable
2023,8,Jaffna,Nallur,Offences Against The State,0,Low,Stable
2023,9,Jaffna,Nallur,Offences Against The State,0,Low,Stable
2023,10,Jaffna,Jaffna City,Offences Against The State,0,Low,Stable
2023,11,Jaffna,Jaffna City,Offences Against The State,0,Low,Stable
2023,12,Jaffna,Jaffna City,Offences Against The State,1,Medium,Stable
2023,1,Jaffna,Jaffna City,Offensive Weapons Act,0,Low,Stable
2023,2,Jaffna,Nallur,Offensive Weapons Act,0,Low,Stable
2023,3,Jaffna,Chavakachcheri,Offensive Weapons Act,0,Low,Stable
2023,4,Jaffna,Jaffna City,Offensive Weapons Act,0,Low,Stable
2023,5,Jaffna,Jaffna City,Offensive Weapons Act,0,Low,Stable
2023,6,Jaffna,Nallur,Offensive Weapons Act,0,Low,Stable
2023,7,Jaffna,Chavakachcheri,Offensive Weapons Act,0,Low,Stable
2023,8,Jaffna,Chavakachcheri,Offensive Weapons Act,0,Low,Stable
2023,9,Jaffna,Nallur,Offensive Weapons Act,1,Medium,Stable
2023,10,Jaffna,Nallur,Offensive Weapons Act,0,Low,Decreasing
2023,11,Jaffna,Chavakachcheri,Offensive Weapons Act,0,Low,Stable
2023,12,Jaffna,Jaffna City,Offensive Weapons Act,0,Low,Stable
2023,1,Jaffna,Chavakachcheri,Property Theft > 50k,9,High,Stable
2023,2,Jaffna,Nallur,Property Theft > 50k,10,High,Increasing
2023,3,Jaffna,Jaffna City,Property Theft > 50k,13,High,Increasing
2023,4,Jaffna,Jaffna City,Property Theft > 50k,11,High,Decreasing
2023,5,Jaffna,Nallur,Property Theft > 50k,14,High,Increasing
2023,6,Jaffna,Nallur,Property Theft > 50k,15,High,Stable
2023,7,Jaffna,Nallur,Property Theft > 50k,14,High,Stable
2023,8,Jaffna,Chavakachcheri,Property Theft > 50k,11,High,Decreasing
2023,9,Jaffna,Chavakachcheri,Property Theft > 50k,13,High,Increasing
2023,10,Jaffna,Jaffna City,Property Theft > 50k,10,High,Decreasing
2023,11,Jaffna,Nallur,Property Theft > 50k,11,High,Increasing
2023,12,Jaffna,Jaffna City,Property Theft > 50k,17,High,Increasing
2023,1,Jaffna,Jaffna City,Rape (Adult),0,Low,Stable
2023,2,Jaffna,Jaffna City,Rape (Adult),0,Low,Stable
2023,3,Jaffna,Jaffna City,Rape (Adult),0,Low,Stable
2023,4,Jaffna,Nallur,Rape (Adult),0,Low,Stable
2023,5,Jaffna,Jaffna City,Rape (Adult),1,Medium,Stable
2023,6,Jaffna,Nallur,Rape (Adult),0,Low,Decreasing
2023,7,Jaffna,Nallur,Rape (Adult),1,Medium,Stable
2023,8,Jaffna,Chavakachcheri,Rape (Adult),0,Low,Decreasing
2023,9,Jaffna,Nallur,Rape (Adult),1,Medium,Stable
2023,10,Jaffna,Chavakachcheri,Rape (Adult),0,Low,Decreasing
2023,11,Jaffna,Nallur,Rape (Adult),1,Medium,Stable
2023,12,Jaffna,Nallur,Rape (Adult),1,Medium,Stable
2023,1,Jaffna,Nallur,Robbery,6,High,Stable
2023,2,Jaffna,Chavakachcheri,Robbery,5,High,Decreasing
2023,3,Jaffna,Chavakachcheri,Robbery,8,High,Increasing
2023,4,Jaffna,Jaffna City,Robbery,6,High,Decreasing
2023,5,Jaffna,Chavakachcheri,Robbery,9,High,Increasing
2023,6,Jaffna,Chavakachcheri,Robbery,8,High,Decreasing
2023,7,Jaffna,Chavakachcheri,Robbery,9,High,Increasing
2023,8,Jaffna,Chavakachcheri,Robbery,6,High,Decreasing
2023,9,Jaffna,Jaffna City,Robbery,8,High,Increasing
2023,10,Jaffna,Chavakachcheri,Robbery,7,High,Decreasing
2023,11,Jaffna,Nallur,Robbery,8,High,Increasing
2023,12,Jaffna,Nallur,Robbery,9,High,Increasing
2023,1,Jaffna,Chavakachcheri,Sexual Exploitation Of Children,0,Low,Stable
2023,2,Jaffna,Chavakachcheri,Sexual Exploitation Of Children,0,Low,Stable
2023,3,Jaffna,Nallur,Sexual Exploitation Of Children,0,Low,Stable
2023,4,Jaffna,Nallur,Sexual Exploitation Of Children,0,Low,Stable
2023,5,Jaffna,Jaffna City,Sexual Exploitation Of Children,0,Low,Stable
2023,6,Jaffna,Nallur,Sexual Exploitation Of Children,0,Low,Stable
2023,7,Jaffna,Nallur,Sexual Exploitation Of Children,0,Low,Stable
2023,8,Jaffna,Chavakachcheri,Sexual Exploitation Of Children,0,Low,Stable
2023,9,Jaffna,Nallur,Sexual Exploitation Of Children,0,Low,Stable
2023,10,Jaffna,Jaffna City,Sexual Exploitation Of Children,0,Low,Stable
2023,11,Jaffna,Nallur,Sexual Exploitation Of Children,0,Low,Stable
2023,12,Jaffna,Chavakachcheri,Sexual Exploitation Of Children,1,Medium,Stable
2023,1,Jaffna,Chavakachcheri,Statutory Rape (Consensual),2,High,Stable
2023,2,Jaffna,Nallur,Statutory Rape (Consensual),1,Medium,Decreasing
2023,3,Jaffna,Chavakachcheri,Statutory Rape (Consensual),3,High,Increasing
2023,4,Jaffna,Jaffna City,Statutory Rape (Consensual),2,High,Decreasing
2023,5,Jaffna,Jaffna City,Statutory Rape (Consensual),3,High,Increasing
2023,6,Jaffna,Nallur,Statutory Rape (Consensual),3,High,Stable
2023,7,Jaffna,Nallur,Statutory Rape (Consensual),3,High,Stable
2023,8,Jaffna,Nallur,Statutory Rape (Consensual),2,High,Decreasing
2023,9,Jaffna,Chavakachcheri,Statutory Rape (Consensual),3,High,Increasing
2023,10,Jaffna,Jaffna City,Statutory Rape (Consensual),3,High,Stable
2023,11,Jaffna,Jaffna City,Statutory Rape (Consensual),2,High,Decreasing
2023,12,Jaffna,Chavakachcheri,Statutory Rape (Consensual),3,High,Increasing
2023,1,Jaffna,Jaffna City,Statutory Rape (Non-consensual),0,Low,Stable
2023,2,Jaffna,Nallur,Statutory Rape (Non-consensual),0,Low,Stable
2023,3,Jaffna,Nallur,Statutory Rape (Non-consensual),0,Low,Stable
2023,4,Jaffna,Nallur,Statutory Rape (Non-consensual),0,Low,Stable
2023,5,Jaffna,Jaffna City,Statutory Rape (Non-consensual),0,Low,Stable
2023,6,Jaffna,Nallur,Statutory Rape (Non-consensual),0,Low,Stable
2023,7,Jaffna,Chavakachcheri,Statutory Rape (Non-consensual),0,Low,Stable
2023,8,Jaffna,Chavakachcheri,Statutory Rape (Non-consensual),0,Low,Stable
2023,9,Jaffna,Jaffna City,Statutory Rape (Non-consensual),0,Low,Stable
2023,10,Jaffna,Chavakachcheri,Statutory Rape (Non-consensual),0,Low,Stable
2023,11,Jaffna,Chavakachcheri,Statutory Rape (Non-consensual),0,Low,Stable
2023,12,Jaffna,Jaffna City,Statutory Rape (Non-consensual),1,Medium,Stable
2023,1,Jaffna,Nallur,Unlawful Assembly/ Riot,0,Low,Stable
2023,2,Jaffna,Nallur,Unlawful Assembly/ Riot,0,Low,Stable
2023,3,Jaffna,Nallur,Unlawful Assembly/ Riot,0,Low,Stable
2023,4,Jaffna,Jaffna City,Unlawful Assembly/ Riot,0,Low,Stable
2023,5,Jaffna,Chavakachcheri,Unlawful Assembly/ Riot,0,Low,Stable
2023,6,Jaffna,Nallur,Unlawful Assembly/ Riot,0,Low,Stable
2023,7,Jaffna,Nallur,Unlawful Assembly/ Riot,0,Low,Stable
2023,8,Jaffna,Jaffna City,Unlawful Assembly/ Riot,0,Low,Stable
2023,9,Jaffna,Nallur,Unlawful Assembly/ Riot,0,Low,Stable
2023,10,Jaffna,Jaffna City,Unlawful Assembly/ Riot,0,Low,Stable
2023,11,Jaffna,Chavakachcheri,Unlawful Assembly/ Riot,0,Low,Stable
2023,12,Jaffna,Jaffna City,Unlawful Assembly/ Riot,0,Low,Stable
2023,1,Kalutara,Kalutara Main,Total Crimes,64,High,Stable
2023,2,Kalutara,Kalutara Main,Total Crimes,83,High,Increasing
2023,3,Kalutara,Kalutara Main,Total Crimes,94,High,Increasing
2023,4,Kalutara,Kalutara Main,Total Crimes,91,High,Stable
2023,5,Kalutara,Kalutara Main,Total Crimes,85,High,Stable
2023,6,Kalutara,Kalutara Main,Total Crimes,94,High,Increasing
2023,7,Kalutara,Kalutara Main,Total Crimes,90,High,Stable
2023,8,Kalutara,Kalutara Main,Total Crimes,74,High,Decreasing
2023,9,Kalutara,Kalutara Main,Total Crimes,88,High,Increasing
2023,10,Kalutara,Kalutara Main,Total Crimes,82,High,Stable
2023,11,Kalutara,Kalutara Main,Total Crimes,121,High,Increasing
2023,12,Kalutara,Kalutara Main,Total Crimes,110,High,Stable
2023,1,Kalutara,Kaluthara Main,Abduction,1,Medium,Stable
2023,2,Kalutara,Kaluthara Main,Abduction,1,Medium,Stable
2023,3,Kalutara,Kaluthara Main,Abduction,1,Medium,Stable
2023,4,Kalutara,Kaluthara Main,Abduction,1,Medium,Stable
2023,5,Kalutara,Kaluthara Main,Abduction,2,High,Increasing
2023,6,Kalutara,Kaluthara Main,Abduction,3,High,Increasing
2023,7,Kalutara,Kaluthara Main,Abduction,2,High,Decreasing
2023,8,Kalutara,Kaluthara Main,Abduction,3,High,Increasing
2023,9,Kalutara,Kaluthara Main,Abduction,3,High,Stable
2023,10,Kalutara,Kaluthara Main,Abduction,3,High,Stable
2023,11,Kalutara,Kaluthara Main,Abduction,2,High,Decreasing
2023,12,Kalutara,Kaluthara Main,Abduction,3,High,Increasing
2023,1,Kalutara,Kaluthara Main,Agriculture Theft > 50k,0,Low,Stable
2023,2,Kalutara,Kaluthara Main,Agriculture Theft > 50k,0,Low,Stable
2023,3,Kalutara,Kaluthara Main,Agriculture Theft > 50k,0,Low,Stable
2023,4,Kalutara,Kaluthara Main,Agriculture Theft > 50k,0,Low,Stable
2023,5,Kalutara,Kaluthara Main,Agriculture Theft > 50k,0,Low,Stable
2023,6,Kalutara,Kaluthara Main,Agriculture Theft > 50k,1,Medium,Stable
2023,7,Kalutara,Kaluthara Main,Agriculture Theft > 50k,0,Low,Decreasing
2023,8,Kalutara,Kaluthara Main,Agriculture Theft > 50k,0,Low,Stable
2023,9,Kalutara,Kaluthara Main,Agriculture Theft > 50k,0,Low,Stable
2023,10,Kalutara,Kaluthara Main,Agriculture Theft > 50k,0,Low,Stable
2023,11,Kalutara,Kaluthara Main,Agriculture Theft > 50k,0,Low,Stable
2023,12,Kalutara,Kaluthara Main,Agriculture Theft > 50k,1,Medium,Stable
2023,1,Kalutara,Kaluthara Main,Arson,0,Low,Stable
2023,2,Kalutara,Kaluthara Main,Arson,0,Low,Stable
2023,3,Kalutara,Kaluthara Main,Arson,1,Medium,Stable
2023,4,Kalutara,Kaluthara Main,Arson,1,Medium,Stable
2023,5,Kalutara,Kaluthara Main,Arson,1,Medium,Stable
2023,6,Kalutara,Kaluthara Main,Arson,1,Medium,Stable
2023,7,Kalutara,Kaluthara Main,Arson,1,Medium,Stable
2023,8,Kalutara,Kaluthara Main,Arson,0,Low,Decreasing
2023,9,Kalutara,Kaluthara Main,Arson,1,Medium,Stable
2023,10,Kalutara,Kaluthara Main,Arson,1,Medium,Stable
2023,11,Kalutara,Kaluthara Main,Arson,1,Medium,Stable
2023,12,Kalutara,Kaluthara Main,Arson,1,Medium,Stable
2023,1,Kalutara,Kaluthara Main,Attempt to Murder,0,Low,Stable
2023,2,Kalutara,Kaluthara Main,Attempt to Murder,0,Low,Stable
2023,3,Kalutara,Kaluthara Main,Attempt to Murder,0,Low,Stable
2023,4,Kalutara,Kaluthara Main,Attempt to Murder,0,Low,Stable
2023,5,Kalutara,Kaluthara Main,Attempt to Murder,0,Low,Stable
2023,6,Kalutara,Kaluthara Main,Attempt to Murder,0,Low,Stable
2023,7,Kalutara,Kaluthara Main,Attempt to Murder,0,Low,Stable
2023,8,Kalutara,Kaluthara Main,Attempt to Murder,0,Low,Stable
2023,9,Kalutara,Kaluthara Main,Attempt to Murder,0,Low,Stable
2023,10,Kalutara,Kaluthara Main,Attempt to Murder,0,Low,Stable
2023,11,Kalutara,Kaluthara Main,Attempt to Murder,1,Medium,Stable
2023,12,Kalutara,Kaluthara Main,Attempt to Murder,1,Medium,Stable
2023,1,Kalutara,Kaluthara Main,Cattle Theft > 50k,2,High,Stable
2023,2,Kalutara,Kaluthara Main,Cattle Theft > 50k,2,High,Stable
2023,3,Kalutara,Kaluthara Main,Cattle Theft > 50k,3,High,Increasing
2023,4,Kalutara,Kaluthara Main,Cattle Theft > 50k,3,High,Stable
2023,5,Kalutara,Kaluthara Main,Cattle Theft > 50k,3,High,Stable
2023,6,Kalutara,Kaluthara Main,Cattle Theft > 50k,3,High,Stable
2023,7,Kalutara,Kaluthara Main,Cattle Theft > 50k,3,High,Stable
2023,8,Kalutara,Kaluthara Main,Cattle Theft > 50k,2,High,Decreasing
2023,9,Kalutara,Kaluthara Main,Cattle Theft > 50k,2,High,Stable
2023,10,Kalutara,Kaluthara Main,Cattle Theft > 50k,2,High,Stable
2023,11,Kalutara,Kaluthara Main,Cattle Theft > 50k,4,High,Increasing
2023,12,Kalutara,Kaluthara Main,Cattle Theft > 50k,3,High,Decreasing
2023,1,Kalutara,Kaluthara Main,Cheating / Breach of Trust > 300k,4,High,Stable
2023,2,Kalutara,Kaluthara Main,Cheating / Breach of Trust > 300k,4,High,Stable
2023,3,Kalutara,Kaluthara Main,Cheating / Breach of Trust > 300k,4,High,Stable
2023,4,Kalutara,Kaluthara Main,Cheating / Breach of Trust > 300k,4,High,Stable
2023,5,Kalutara,Kaluthara Main,Cheating / Breach of Trust > 300k,6,High,Increasing
2023,6,Kalutara,Kaluthara Main,Cheating / Breach of Trust > 300k,6,High,Stable
2023,7,Kalutara,Kaluthara Main,Cheating / Breach of Trust > 300k,6,High,Stable
2023,8,Kalutara,Kaluthara Main,Cheating / Breach of Trust > 300k,3,High,Decreasing
2023,9,Kalutara,Kaluthara Main,Cheating / Breach of Trust > 300k,4,High,Increasing
2023,10,Kalutara,Kaluthara Main,Cheating / Breach of Trust > 300k,4,High,Stable
2023,11,Kalutara,Kaluthara Main,Cheating / Breach of Trust > 300k,6,High,Increasing
2023,12,Kalutara,Kaluthara Main,Cheating / Breach of Trust > 300k,6,High,Stable
2023,1,Kalutara,Kaluthara Main,Counterfeiting Currency,0,Low,Stable
2023,2,Kalutara,Kaluthara Main,Counterfeiting Currency,0,Low,Stable
2023,3,Kalutara,Kaluthara Main,Counterfeiting Currency,0,Low,Stable
2023,4,Kalutara,Kaluthara Main,Counterfeiting Currency,0,Low,Stable
2023,5,Kalutara,Kaluthara Main,Counterfeiting Currency,0,Low,Stable
2023,6,Kalutara,Kaluthara Main,Counterfeiting Currency,1,Medium,Stable
2023,7,Kalutara,Kaluthara Main,Counterfeiting Currency,1,Medium,Stable
2023,8,Kalutara,Kaluthara Main,Counterfeiting Currency,0,Low,Decreasing
2023,9,Kalutara,Kaluthara Main,Counterfeiting Currency,0,Low,Stable
2023,10,Kalutara,Kaluthara Main,Counterfeiting Currency,0,Low,Stable
2023,11,Kalutara,Kaluthara Main,Counterfeiting Currency,1,Medium,Stable
2023,12,Kalutara,Kaluthara Main,Counterfeiting Currency,0,Low,Decreasing
2023,1,Kalutara,Kaluthara Main,Cruelty to Children,0,Low,Stable
2023,2,Kalutara,Kaluthara Main,Cruelty to Children,0,Low,Stable
2023,3,Kalutara,Kaluthara Main,Cruelty to Children,0,Low,Stable
2023,4,Kalutara,Kaluthara Main,Cruelty to Children,0,Low,Stable
2023,5,Kalutara,Kaluthara Main,Cruelty to Children,1,Medium,Stable
2023,6,Kalutara,Kaluthara Main,Cruelty to Children,0,Low,Decreasing
2023,7,Kalutara,Kaluthara Main,Cruelty to Children,1,Medium,Stable
2023,8,Kalutara,Kaluthara Main,Cruelty to Children,0,Low,Decreasing
2023,9,Kalutara,Kaluthara Main,Cruelty to Children,0,Low,Stable
2023,10,Kalutara,Kaluthara Main,Cruelty to Children,0,Low,Stable
2023,11,Kalutara,Kaluthara Main,Cruelty to Children,0,Low,Stable
2023,12,Kalutara,Kaluthara Main,Cruelty to Children,1,Medium,Stable
2023,1,Kalutara,Kaluthara Main,Extortions,0,Low,Stable
2023,2,Kalutara,Kaluthara Main,Extortions,0,Low,Stable
2023,3,Kalutara,Kaluthara Main,Extortions,0,Low,Stable
2023,4,Kalutara,Kaluthara Main,Extortions,0,Low,Stable
2023,5,Kalutara,Kaluthara Main,Extortions,0,Low,Stable
2023,6,Kalutara,Kaluthara Main,Extortions,0,Low,Stable
2023,7,Kalutara,Kaluthara Main,Extortions,0,Low,Stable
2023,8,Kalutara,Kaluthara Main,Extortions,0,Low,Stable
2023,9,Kalutara,Kaluthara Main,Extortions,0,Low,Stable
2023,10,Kalutara,Kaluthara Main,Extortions,0,Low,Stable
2023,11,Kalutara,Kaluthara Main,Extortions,1,Medium,Stable
2023,12,Kalutara,Kaluthara Main,Extortions,0,Low,Decreasing
2023,1,Kalutara,Kaluthara Main,Grave Sexual Abuse,1,Medium,Stable
2023,2,Kalutara,Kaluthara Main,Grave Sexual Abuse,1,Medium,Stable
2023,3,Kalutara,Kaluthara Main,Grave Sexual Abuse,2,High,Increasing
2023,4,Kalutara,Kaluthara Main,Grave Sexual Abuse,2,High,Stable
2023,5,Kalutara,Kaluthara Main,Grave Sexual Abuse,3,High,Increasing
2023,6,Kalutara,Kaluthara Main,Grave Sexual Abuse,3,High,Stable
2023,7,Kalutara,Kaluthara Main,Grave Sexual Abuse,3,High,Stable
2023,8,Kalutara,Kaluthara Main,Grave Sexual Abuse,2,High,Decreasing
2023,9,Kalutara,Kaluthara Main,Grave Sexual Abuse,2,High,Stable
2023,10,Kalutara,Kaluthara Main,Grave Sexual Abuse,3,High,Increasing
2023,11,Kalutara,Kaluthara Main,Grave Sexual Abuse,1,Medium,Decreasing
2023,12,Kalutara,Kaluthara Main,Grave Sexual Abuse,3,High,Increasing
2023,1,Kalutara,Kaluthara Main,Grievous Hurt,0,Low,Stable
2023,2,Kalutara,Kaluthara Main,Grievous Hurt,0,Low,Stable
2023,3,Kalutara,Kaluthara Main,Grievous Hurt,0,Low,Stable
2023,4,Kalutara,Kaluthara Main,Grievous Hurt,1,Medium,Stable
2023,5,Kalutara,Kaluthara Main,Grievous Hurt,1,Medium,Stable
2023,6,Kalutara,Kaluthara Main,Grievous Hurt,1,Medium,Stable
2023,7,Kalutara,Kaluthara Main,Grievous Hurt,1,Medium,Stable
2023,8,Kalutara,Kaluthara Main,Grievous Hurt,0,Low,Decreasing
2023,9,Kalutara,Kaluthara Main,Grievous Hurt,1,Medium,Stable
2023,10,Kalutara,Kaluthara Main,Grievous Hurt,1,Medium,Stable
2023,11,Kalutara,Kaluthara Main,Grievous Hurt,1,Medium,Stable
2023,12,Kalutara,Kaluthara Main,Grievous Hurt,1,Medium,Stable
2023,1,Kalutara,Kaluthara Main,House Breaking,21,High,Stable
2023,2,Kalutara,Kaluthara Main,House Breaking,18,High,Decreasing
2023,3,Kalutara,Kaluthara Main,House Breaking,26,High,Increasing
2023,4,Kalutara,Kaluthara Main,House Breaking,24,High,Stable
2023,5,Kalutara,Kaluthara Main,House Breaking,25,High,Stable
